Run,mutation_rate,Generation,Fitness,Time (s)
2,0.015,39,21.0,43.0771644115448
2,0.015,40,21.0,43.0771644115448
2,0.015,41,21.0,43.0771644115448
2,0.015,42,20.0,43.0771644115448
2,0.015,43,20.0,43.0771644115448
2,0.015,44,20.0,43.0771644115448
2,0.015,45,20.0,43.0771644115448
2,0.015,46,20.0,43.0771644115448
2,0.015,47,20.0,43.0771644115448
2,0.015,48,20.0,43.0771644115448
2,0.015,49,20.0,43.0771644115448
2,0.015,0,10.0,43.0771644115448
2,0.015,1,10.0,43.0771644115448
2,0.015,2,9.5,43.0771644115448
2,0.015,3,9.25,43.0771644115448
2,0.015,4,8.75,43.0771644115448
2,0.015,5,8.75,43.0771644115448
2,0.015,6,8.75,43.0771644115448
2,0.015,7,8.75,43.0771644115448
2,0.015,8,8.25,43.0771644115448
2,0.015,9,8.25,43.0771644115448
2,0.015,10,8.25,43.0771644115448
2,0.015,11,8.25,43.0771644115448
2,0.015,12,7.75,43.0771644115448
2,0.015,13,7.75,43.0771644115448
2,0.015,14,7.75,43.0771644115448
2,0.015,15,7.25,43.0771644115448
2,0.015,16,7.0,43.0771644115448
2,0.015,17,7.0,43.0771644115448
2,0.015,18,7.0,43.0771644115448
2,0.015,19,7.0,43.0771644115448
2,0.015,20,7.0,43.0771644115448
2,0.015,21,7.0,43.0771644115448
2,0.015,22,7.0,43.0771644115448
2,0.015,23,7.0,43.0771644115448
2,0.015,24,7.0,43.0771644115448
2,0.015,25,7.0,43.0771644115448
2,0.015,26,7.0,43.0771644115448
2,0.015,27,7.0,43.0771644115448
2,0.015,28,6.75,43.0771644115448
2,0.015,29,6.75,43.0771644115448
2,0.015,30,6.5,43.0771644115448
2,0.015,31,6.5,43.0771644115448
2,0.015,32,6.5,43.0771644115448
2,0.015,33,5.25,43.0771644115448
2,0.015,34,5.25,43.0771644115448
2,0.015,35,5.25,43.0771644115448
2,0.015,36,5.25,43.0771644115448
2,0.015,37,5.25,43.0771644115448
2,0.015,38,5.25,43.0771644115448
2,0.015,39,5.25,43.0771644115448
2,0.015,40,5.25,43.0771644115448
2,0.015,41,5.25,43.0771644115448
2,0.015,42,5.0,43.0771644115448
2,0.015,43,5.0,43.0771644115448
2,0.015,44,5.0,43.0771644115448
2,0.015,45,5.0,43.0771644115448
2,0.015,46,5.0,43.0771644115448
2,0.015,47,5.0,43.0771644115448
2,0.015,48,5.0,43.0771644115448
2,0.015,49,5.0,43.0771644115448
0,0.005,0,39.0,42.836079835891724
0,0.005,1,39.0,42.836079835891724
0,0.005,2,38.0,42.836079835891724
0,0.005,3,33.0,42.836079835891724
0,0.005,4,33.0,42.836079835891724
0,0.005,5,33.0,42.836079835891724
0,0.005,6,33.0,42.836079835891724
0,0.005,7,33.0,42.836079835891724
0,0.005,8,33.0,42.836079835891724
0,0.005,9,33.0,42.836079835891724
0,0.005,10,33.0,42.836079835891724
0,0.005,11,33.0,42.836079835891724
0,0.005,12,33.0,42.836079835891724
0,0.005,13,31.0,42.836079835891724
0,0.005,14,31.0,42.836079835891724
0,0.005,15,31.0,42.836079835891724
0,0.005,16,31.0,42.836079835891724
0,0.005,17,31.0,42.836079835891724
0,0.005,18,30.0,42.836079835891724
0,0.005,19,30.0,42.836079835891724
0,0.005,20,30.0,42.836079835891724
0,0.005,21,30.0,42.836079835891724
0,0.005,22,30.0,42.836079835891724
0,0.005,23,30.0,42.836079835891724
0,0.005,24,30.0,42.836079835891724
0,0.005,25,29.0,42.836079835891724
0,0.005,26,29.0,42.836079835891724
0,0.005,27,29.0,42.836079835891724
0,0.005,28,29.0,42.836079835891724
0,0.005,29,29.0,42.836079835891724
0,0.005,30,29.0,42.836079835891724
0,0.005,31,29.0,42.836079835891724
0,0.005,32,29.0,42.836079835891724
0,0.005,33,29.0,42.836079835891724
0,0.005,34,29.0,42.836079835891724
0,0.005,35,29.0,42.836079835891724
0,0.005,36,29.0,42.836079835891724
0,0.005,37,29.0,42.836079835891724
0,0.005,38,29.0,42.836079835891724
0,0.005,39,29.0,42.836079835891724
0,0.005,40,29.0,42.836079835891724
0,0.005,41,29.0,42.836079835891724
0,0.005,42,29.0,42.836079835891724
0,0.005,43,29.0,42.836079835891724
0,0.005,44,29.0,42.836079835891724
0,0.005,45,29.0,42.836079835891724
0,0.005,46,29.0,42.836079835891724
0,0.005,47,29.0,42.836079835891724
0,0.005,48,28.0,42.836079835891724
0,0.005,49,28.0,42.836079835891724
0,0.005,0,9.75,42.836079835891724
0,0.005,1,9.75,42.836079835891724
0,0.005,2,9.5,42.836079835891724
0,0.005,3,8.25,42.836079835891724
0,0.005,4,8.25,42.836079835891724
0,0.005,5,8.25,42.836079835891724
0,0.005,6,8.25,42.836079835891724
0,0.005,7,8.25,42.836079835891724
0,0.005,8,8.25,42.836079835891724
0,0.005,9,8.25,42.836079835891724
0,0.005,10,8.25,42.836079835891724
0,0.005,11,8.25,42.836079835891724
0,0.005,12,8.25,42.836079835891724
0,0.005,13,7.75,42.836079835891724
0,0.005,14,7.75,42.836079835891724
0,0.005,15,7.75,42.836079835891724
0,0.005,16,7.75,42.836079835891724
0,0.005,17,7.75,42.836079835891724
0,0.005,18,7.5,42.836079835891724
0,0.005,19,7.5,42.836079835891724
0,0.005,20,7.5,42.836079835891724
